年級,編號,班別,科目名稱,任課教授,上課時數正課/實驗實習/書報討論,學分,選必,上課時間,上課地點,限修人數,課程大綱,備註
3,3903009,01,專長術科（五）—游泳Specialized Sport Training V - Swimming,江姿穎,"4
            4/0/0",4,必修,"一10,11 三10,11",游泳池1,40,link,限本系生修.限本系「游泳」專長學生修讀。
3,3903010,01,專長術科（五）—網球Specialized Sport Training V - Tennis,李元宏,"4
            4/0/0",4,必修,"一10,11 三10,11",網球場1,45,link,限本系生修.限本系「網球」專長學生修讀。
3,3903011,01,專長術科（五）—羽球Specialized Sport Training V - Badminton,程嘉彥,"4
            4/0/0",4,必修,"一10,11 三10,11",羽球館1,45,link,限本系生修.限本系「羽球」專長學生修讀。
3,3903013,01,專長術科（五）—跆拳道Specialized Sport Training V - Taekwondo,吳燕妮,"4
            4/0/0",4,必修,"一10,11 三10,11",技擊室1,45,link,限本系生修.限本系「跆拳道」專長學生修讀。
3,3903014,01,專長術科（五）—射箭Specialized Sport Training V - Archery,廖健男,"4
            4/0/0",4,必修,"一10,11 三10,11",射箭場,40,link,限本系生修.限本系「射箭」專長學生修讀。
3,3903015,01,專長術科（五）—定向越野Specialized Sport Training V - Orienteering,陳俊民,"4
            4/0/0",4,必修,"一10,11 三10,11",田徑場1,60,link,限本系生修.限本系「定向越野」專長學生修讀。
3,3903024,01,專長術科（五）—綜合Specialized Sport Training V - Comprehensiveness,陳虔倖,"4
            4/0/0",4,必修,"一10,11 三10,11",田徑場2,60,link,限本系生修.限本系「綜合」專長學生修讀。
3,3903026,01,專長術科（五）—排球Specialized Sport Training V - Volleyball,林明輝,"4
            4/0/0",4,必修,"一10,11 三10,11",室內排球場,45,link,限本系生修.限本系「排球」專長學生修讀。
3,3903027,01,運動場地規劃與管理Planning and management of sport facilities,教師未定,"2
            2/0/0",2,選修,"一4,5",運技系104室,40,link,
3,3903106,01,運動按摩學Sport Massage,蔡明倫,"2
            2/0/0",2,選修,"二11,12",技擊室1,45,link,
3,3903110,01,個人與團體運動指導訓練Individual and Group Training Program (全英語授課/English-taught),李淑芳,"2
            2/0/0",2,選修,"三4,5",技擊室1,45,link,
1,3903112,01,游泳Swimming,江姿穎,"2
            2/0/0",2,選修,"四4,5",游泳池1,40,link,限本系生修.第一次上課於運110室。
3,3903113,01,籃球Basketball,吳君毅,"2
            2/0/0",2,選修,"四4,5",室內籃球場,45,link,第一次上課於運103室。
3,3903115,01,桌球Table Tennis,陳虔倖,"2
            2/0/0",2,選修,"三4,5",桌球教室,40,link,
4,3903117,01,有氧舞蹈Aerobic Dance,莊麗燕,"2
            2/0/0",2,選修,"五2,3",韻律教室1,45,link,限本系生修.
4,3903120,01,運動專業實習（四）Internship: Sport Professional Management IV,吳燕妮,"2
            0/2/0",1,必修,一6 三6,運技系104室,40,link,限本系生修.限本系學生修讀。
4,3904005,01,運動專業英語術語English Terms for Sports (全英語授課/English-taught),劉淑燕,"2
            2/0/0",2,必修,"三4,5",運技系110室,40,link,限本系生修.
4,3904010,01,專長術科（七）—游泳Specialized Sport Training VII - Swimming,江姿穎,"4
            4/0/0",4,必修,"一10,11 三10,11",游泳池1,40,link,限本系生修.限本系「游泳」專長學生修讀。
4,3904011,01,專長術科（七）—網球Specialized Sport Training VII - Tennis,李元宏,"4
            4/0/0",4,必修,"一10,11 三10,11",網球場1,45,link,限本系生修.限本系「網球」專長學生修讀。
4,3904012,01,專長術科（七）—羽球Specialized Sport Training VII - Badminton,程嘉彥,"4
            4/0/0",4,必修,"一10,11 三10,11",羽球館1,45,link,限本系生修.限本系「羽球」專長學生修讀。
4,3904014,01,專長術科（七）—跆拳道Specialized Sport Training VII - Taekwondo,吳燕妮,"4
            4/0/0",4,必修,"一10,11 三10,11",技擊室1,45,link,限本系生修.限本系「跆拳道」專長學生修讀。
4,3904015,01,專長術科（七）—射箭Specialized Sport Training VII - Archery,廖健男,"4
            4/0/0",4,必修,"一10,11 三10,11",射箭場,40,link,限本系生修.限本系「射箭」專長學生修讀。
4,3904016,01,專長術科（七）—定向越野Specialized Sport Training VII - Orienteering,陳俊民,"4
            4/0/0",4,必修,"一10,11 三10,11",田徑場1,60,link,限本系生修.限本系「定向越野」專長學生修讀。
4,3904025,01,專長術科（七）—綜合Specialized Sport Training VII- Comprehensiveness,陳虔倖,"4
            4/0/0",4,必修,"一10,11 三10,11",田徑場2,60,link,限本系生修.限本系「綜合」專長學生修讀。
4,3904027,01,專長術科（七）—排球 Specialized Sport Training VII - Volleyball,林明輝,"4
            4/0/0",4,必修,"一10,11 三10,11",室內排球場,45,link,限本系生修.限本系「排球」專長學生修讀。
4,3904101,01,運動技能學習Motor Skill Learning,沈緯鈞,"2
            2/0/0",2,選修,"一2,3",運技系103室,40,link,
4,3904102,01,運動與休閒跨域專題實作(一)Special Topic on Sport and Leisure Practice(I),廖俊儒,"2
            2/0/0",2,選修,"二4,5",運技系104室,40,link,
4,3904103,01,體育統計學Statistics in Physical Education,陳永洲,"2
            2/0/0",2,選修,"一4,5",運技系103室,40,link,
4,3904105,01,體育教材教法Health and Physic,曾沈連魁,"2
            2/0/0",2,選修,"二8,9",運技系104室,40,link,
1,3904108,01,運動裁判法Sport Officiating,林明輝,"2
            2/0/0",2,選修,"三2,3",運技系110室,40,link,
4,3904113,01,跆拳道Taekwondo,吳燕妮,"2
            2/0/0",2,選修,"三2,3",技擊室1,45,link,
4,3904118,01,體育課程設計Sports Curriculum Design (全英語授課/English-taught),李淑芳,"2
            2/0/0",2,選修,"二2,3",運技系103室,40,link,
