年級,編號,班別,科目名稱,任課教授,上課時數正課/實驗實習/書報討論,學分,選必,上課時間,上課地點,限修人數,開課學制,課程大綱,備註
1,3155036,01,高齡心理學Psychology of Aging,沈玉玲 蔡玲玲,"3
            3/0/0",3,選修,"五3,4,5",社科院423,0,碩博合開,link,課群:認知、發展、生理、社會、臨床。開放大三大四選修。
1,3155718,01,人資與組織心理人才培育：探索與實務Human Resource and Organizational Psychology Talent Training: Exploration and Practice,姜定宇 李藹慈 高文彬,"3
            3/0/0",3,選修,"四7,8,9",行政大樓東棟四樓會議室,0,碩士班課程,link,",列入人力資源與組織心理學分學程科目 ,列入人力資源與組織心理碩士學分學程科目課群:社心。開放大三大四學生選修。"
1,3155719,01,闇黑性格Dark  Personality,許功餘,"3
            3/0/0",3,選修,"二3,4,5",社科院126,0,碩士班課程,link,課群:社心。開放大三四同學選修。
1,3155910,01,試題反應理論Item Response Theory,蘇雅蕙,"3
            3/0/0",3,選修,"三4,5,6",社科院430,0,碩博合開,link,課群:方法/計量。開放大三四修課。
1,3156107,01,獨立研究：人因工程Independent Research: Human Factors,廖敏如,"3
            3/0/0",3,選修,"二G,H",社科院472,0,碩士班課程,link,課群:獨立研究。
1,3156705,01,獨立研究：工商心理學Independent Research: Industrial and Organizational Psychology,姜定宇,"3
            3/0/0",3,選修,"三3,4,5",教授研究室,0,碩博合開,link,課群:獨立研究。
1,3156706,01,獨立研究：性格歷程專題研究Independent Study: Topics in Personality processes,許功餘,"3
            3/0/0",3,選修,"一1,2,3",社科院463,0,碩士班課程,link,課群:獨立研究。
1,3157268,01,非語言溝通Nonverbal Communication (全英語授課/English-taught),藤原健,"3
            3/0/0",3,選修,"二C,D",社科院472,0,碩博合開,link,課群:社心。
1,3157312,01,嬰幼兒心理學Infant and Child Psychology,蔣文祁,"3
            3/0/0",3,選修,"二E,F",社科院126,0,碩博合開,link,",列入司法心理學士學分學程科目 ,列入司法心理碩士學分學程科目課群:發展。大三大四修畢發展心理學且及格者可選修。"
1,3157504,01,演化心理學Evolutionary Psychology,王豐彬,"3
            3/0/0",3,選修,"四B,C",社科院430,0,碩博合開,link,課群:生心、認知、發展、社心。開放大三大四選修。
1,3157509,01,心理藥物學專論Selected Topics in Psychopharmacology,李季湜,"3
            3/0/0",3,選修,"二7,8,9",社科院430,0,碩博合開,link,課群:生心。建議修習過生理心理學(一)(二)及格。開放大三大四選修。
1,3157701,01,工商心理學專題研究（一）Special Issue of Industrial & Organizational Psychology (I),姜定宇,"3
            3/0/0",3,選修,"三8,9,10",社科院455,0,碩博合開,link,",列入人力資源與組織心理碩士學分學程科目課群:社心。"
1,3157710,01,高等性格心理學Advanced Personality Psychology,許功餘,"3
            3/0/0",3,選修,"三7,8,9",社科院472,0,碩博合開,link,",列入人力資源與組織心理碩士學分學程科目課群:社心。"
1,3158001,01,專題獨立研究：高等測量理論Independent Research:Advanced Measurement Theory,蘇雅蕙,"3
            3/0/0",3,選修,"二4,5,6",社科院459,0,碩博合開,link,課群:方法/計量。開放大三四選課。
