年級,編號,班別,科目名稱,任課教授,上課時數正課/實驗實習/書報討論,學分,選必,上課時間,上課地點,限修人數,開課學制,課程大綱,備註
1,2365001,01,應用地球物理Applied Geophysics,張永孚,"3
            3/0/0",3,選修,"四E,F",地震館305,0,碩博合開,link,
1,2365007,01,書報討論（一）Seminar( I ),呂學諭,"2
            0/0/2",1,必修,"三12,13",地震館304,0,碩士班課程,link,"碩士班必修/M.S Required Course；書報討論須依順序修課，開課安排為上學期開設書報討論(一)(三)，下學期開設書報討論(二)(四)。若有特殊情形得不按順序，惟須事先通知系辦並經本系同意。Seminar must be taken in order. The course schedule is that Seminar (I) and Seminar (III) will be offered in the first semester, and Seminar (II) and Seminar (IV) will be offered in the second semester. If there are special circumstances where the order may not be followed, the department office must be notified in advance and the department must agree."
1,2365009,01,書報討論（三）Seminar( III ),張永孚,"2
            0/0/2",1,必修,"三9,10",地震館304,0,碩士班課程,link,"碩士班必修/M.S Required Course；書報討論須依順序修課，開課安排為上學期開設書報討論(一)(三)，下學期開設書報討論(二)(四)。若有特殊情形得不按順序，惟須事先通知系辦並經本系同意。Seminar must be taken in order. The course schedule is that Seminar (I) and Seminar (III) will be offered in the first semester, and Seminar (II) and Seminar (IV) will be offered in the second semester. If there are special circumstances where the order may not be followed, the department office must be notified in advance and the department must agree."
1,2365013,01,全球定位系統原理與應用Global Positioning System-Principles and Applications (全英語授課/English-taught),鄭凱謙,"3
            3/0/0",3,選修,"二E,F",地震館301,0,碩博合開,link,
1,2365020,01,野外地質Field Geology,謝孟龍,"3
            3/0/0",3,選修,"一12,13,14",地震館301,0,碩士班課程,link,
1,2365029,01,穩定同位素地球化學Stable Isotope Geochemistry,趙鴻椿,"3
            3/0/0",3,選修,"四3,4,5",地震館301,0,碩士班課程,link,開放大四修讀
1,2365030,01,質譜分析Mass Spectrometry,趙鴻椿,"3
            3/0/0",3,選修,"二3,4,5",地震館301,0,碩士班課程,link,開放大四修讀
1,2365032,01,孢粉與環境Palynology and Environment,汪良奇,"3
            3/0/0",3,選修,"四E,F",地震館304,10,碩士班課程,link,限修10人。
1,2365036,01,高等穩定同位素地球化學Stable Isotope Geochemistry (全英語授課/English-taught),趙鴻椿,"3
            3/0/0",3,選修,"四E,F",地震館301,0,博士班課程,link,
1,2365037,01,石油及天然氣探勘、開發與生產Oil and Nature Gas Exploratin Development and Production,吳榮章,"3
            3/0/0",3,選修,"四4,5,6",地震館107,0,碩士班課程,link,開放大四選修
1,2365038,01,深度學習Deep Learning,呂學諭,"3
            3/0/0",3,選修,"一7,8,9",地震館301,0,碩士班課程,link,開放大四選修
1,2367001,01,構造地形Tectonic Geomorphology (全英語授課/English-taught),陳嘉俞,"3
            3/0/0",3,選修,"四10,11,12",地震館301,0,碩博合開,link,
1,2367003,01,土壤微生物學Advanced Soil Microbiology (全英語授課/English-taught),許昺慕,"3
            3/0/0",3,選修,"三3,4,5",地震館301,0,博士班課程,link,
1,2367004,01,沿海沉積物中揭示的古地震和海嘯Ancient Earthquakes and Tsunamis revealed in Coastal Sediments (全英語授課/English-taught),鹿島薰,"3
            3/0/0",3,選修,"五3,4,5",地震館107,0,碩博合開,link,
